loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month,total_flights,total_distance,total_points_accumulated,total_points_redeemed,total_redeemed_dollars,active_months,first_activity,last_activity,recency_months,avg_flights_per_month,points_redemption_ratio,distance_per_flight,official_churn,behavioral_churn,churn,salary_imputed,tenure_months,cluster,customer_segment
280588,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Aurora,11042.29,Standard,2013,8,,,32,43604,43604.0,752,135,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.0172461242087881,1362.625,0,0,0,73455.0,64,3,Loyal Customers
470739,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,53637.0,Single,Aurora,11044.43,Standard,2016,7,2016.0,11.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,53637.0,29,1,At-Risk Customers
694512,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,53481.0,Married,Aurora,11064.29,Standard,2013,5,,,35,56375,56375.0,0,0,24,2017-01-01,2018-12-01,0.0,1.4583333333333333,0.0,1610.7142857142858,0,0,0,53481.0,67,3,Loyal Customers
680485,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,88991.0,Married,Aurora,11077.69,Standard,2014,4,2017.0,1.0,0,0,0.0,463,83,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,88991.0,56,1,At-Risk Customers
744612,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,82463.0,Married,Aurora,11085.88,Standard,2015,9,,,25,26638,26638.0,499,90,24,2017-01-01,2018-12-01,0.0,1.0416666666666667,0.0187326375854043,1065.52,0,0,0,82463.0,39,1,At-Risk Customers
444154,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,63076.0,Single,Aurora,11124.21,Standard,2012,10,,,38,52420,52420.0,791,142,24,2017-01-01,2018-12-01,0.0,1.5833333333333333,0.0150896604349484,1379.4736842105262,0,0,0,63076.0,74,3,Loyal Customers
828040,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,,Single,Aurora,11124.6,Standard,2018,1,,,8,15840,15840.0,0,0,24,2017-01-01,2018-12-01,0.0,0.3333333333333333,0.0,1980.0,0,0,0,73455.0,11,1,At-Risk Customers
127279,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Married,Aurora,11131.57,Standard,2013,12,,,37,47772,47772.0,370,67,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.0077451226659968,1291.1351351351352,0,0,0,73455.0,60,3,Loyal Customers
584564,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Aurora,11131.57,Standard,2016,12,,,40,52415,52415.0,1774,320,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.0338452732996279,1310.375,0,0,0,73455.0,24,3,Loyal Customers
460943,Canada,Alberta,Calgary,T3E 2V9,Male,Doctor,270797.0,Single,Aurora,11140.3,Standard,2016,10,2017.0,6.0,9,9860,9860.0,0,0,24,2017-01-01,2018-12-01,0.0,0.375,0.0,1095.5555555555557,1,0,1,270797.0,26,4,Premium Affluent Customers
296141,Canada,Quebec,Quebec City,G1B 3L5,Male,Doctor,104294.0,Single,Aurora,11172.5,Standard,2018,11,,,1,841,841.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0416666666666666,0.0,841.0,0,0,0,104294.0,1,1,At-Risk Customers
171192,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,70277.0,Single,Nova,11960.48,2018 Promotion,2018,4,,,40,49088,73632.0,0,0,11,2018-02-01,2018-12-01,0.0,3.636363636363636,0.0,1227.2,0,0,0,70277.0,8,0,Frequent Travelers
314317,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,87122.0,Married,Aurora,11196.02,Standard,2012,6,,,38,52076,52076.0,992,179,24,2017-01-01,2018-12-01,0.0,1.5833333333333333,0.0190490821107611,1370.421052631579,0,0,0,87122.0,78,3,Loyal Customers
357567,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,,Married,Aurora,11196.46,Standard,2013,4,2018.0,5.0,29,46785,46785.0,1483,267,24,2017-01-01,2018-12-01,0.0,1.2083333333333333,0.0316981938655551,1613.2758620689656,1,0,1,73455.0,68,3,Loyal Customers
827790,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,56307.0,Divorced,Nova,12105.29,2018 Promotion,2018,2,,,17,21303,31954.5,1313,237,11,2018-02-01,2018-12-01,0.0,1.5454545454545454,0.0410896743807601,1253.1176470588234,0,0,0,56307.0,10,0,Frequent Travelers
977274,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,61997.0,Divorced,Aurora,11211.59,Standard,2017,5,,,42,64561,64561.0,0,0,24,2017-01-01,2018-12-01,0.0,1.75,0.0,1537.1666666666667,0,0,0,61997.0,19,3,Loyal Customers
202182,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Single,Aurora,11228.29,Standard,2013,3,,,47,63715,63715.0,2831,510,24,2017-01-01,2018-12-01,0.0,1.9583333333333333,0.0444322373067566,1355.6382978723404,0,0,0,73455.0,69,3,Loyal Customers
522758,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,,Single,Aurora,11228.29,Standard,2014,12,,,46,59841,59841.0,1393,251,24,2017-01-01,2018-12-01,0.0,1.9166666666666667,0.0232783543055764,1300.891304347826,0,0,0,73455.0,48,3,Loyal Customers
389488,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,47739.0,Married,Aurora,11236.31,Standard,2017,8,,,31,42529,42529.0,406,73,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.0095464271438312,1371.9032258064517,0,0,0,47739.0,16,3,Loyal Customers
700958,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,80309.0,Single,Aurora,11243.9,Standard,2013,11,2014.0,7.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,80309.0,61,1,At-Risk Customers
139356,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,53497.0,Married,Aurora,11250.1,Standard,2016,4,2016.0,12.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,53497.0,32,1,At-Risk Customers
355515,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,53497.0,Married,Aurora,11250.1,Standard,2013,3,,,50,72677,72677.0,972,175,24,2017-01-01,2018-12-01,0.0,2.083333333333333,0.0133742449468194,1453.54,0,0,0,53497.0,69,3,Loyal Customers
979983,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,79798.0,Married,Aurora,11269.23,Standard,2017,11,,,28,43779,43779.0,579,104,24,2017-01-01,2018-12-01,0.0,1.1666666666666667,0.0132255190844925,1563.5357142857142,0,0,0,79798.0,13,3,Loyal Customers
974606,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,103719.0,Married,Aurora,11277.72,Standard,2015,8,,,36,64534,64534.0,856,154,24,2017-01-01,2018-12-01,0.0,1.5,0.0132643257817584,1792.611111111111,0,0,0,103719.0,40,3,Loyal Customers
360730,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,65379.0,Married,Aurora,11280.73,Standard,2016,11,,,47,68765,68765.0,547,98,24,2017-01-01,2018-12-01,0.0,1.9583333333333333,0.0079546280811459,1463.085106382979,0,0,0,65379.0,25,3,Loyal Customers
221775,Canada,Ontario,Toronto,P5S 6R4,Male,College,,Married,Aurora,11293.98,Standard,2014,8,,,39,49938,49938.0,0,0,24,2017-01-01,2018-12-01,0.0,1.625,0.0,1280.4615384615386,0,0,0,73455.0,52,3,Loyal Customers
116045,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Single,Aurora,11308.47,Standard,2014,5,,,49,79559,79559.0,373,67,24,2017-01-01,2018-12-01,0.0,2.0416666666666665,0.004688344499051,1623.65306122449,0,0,0,73455.0,55,3,Loyal Customers
492433,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,77959.0,Married,Aurora,11314.24,Standard,2015,6,,,46,73855,73855.0,982,177,24,2017-01-01,2018-12-01,0.0,1.9166666666666667,0.0132963238778687,1605.5434782608695,0,0,0,77959.0,42,3,Loyal Customers
516133,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,77959.0,Married,Aurora,11314.24,Standard,2014,1,,,43,77054,77054.0,1249,225,24,2017-01-01,2018-12-01,0.0,1.7916666666666667,0.0162094115814883,1791.953488372093,0,0,0,77959.0,59,3,Loyal Customers
351897,Canada,Ontario,Toronto,P2T 6G3,Male,Doctor,70755.0,Divorced,Aurora,11315.2,Standard,2017,4,,,40,60387,60387.0,3020,544,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.0500107639061387,1509.675,0,0,0,70755.0,20,3,Loyal Customers
399704,Canada,British Columbia,Whistler,V6T 1Y8,Female,Doctor,70755.0,Divorced,Aurora,11315.2,Standard,2017,6,,,31,51265,51265.0,482,87,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.0094021262069638,1653.7096774193549,0,0,0,70755.0,18,3,Loyal Customers
423254,Canada,Ontario,Ottawa,K1F 2R2,Male,Doctor,70755.0,Divorced,Aurora,11315.2,Standard,2015,8,,,44,67098,67098.0,309,56,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.0046052043279978,1524.9545454545455,0,0,0,70755.0,40,3,Loyal Customers
579584,Canada,Quebec,Hull,J8Y 3Z5,Female,Doctor,70755.0,Divorced,Aurora,11315.2,Standard,2014,2,2014.0,7.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,70755.0,58,1,At-Risk Customers
946645,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,89913.0,Married,Aurora,11318.13,Standard,2017,3,2017.0,11.0,2,3528,3528.0,736,133,24,2017-01-01,2018-12-01,0.0,0.0833333333333333,0.2086167800453514,1764.0,1,0,1,89913.0,21,1,At-Risk Customers
687463,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,103804.0,Married,Aurora,11323.36,Standard,2016,4,,,37,53809,53809.0,823,148,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.0152948391533014,1454.2972972972973,0,0,0,103804.0,32,3,Loyal Customers
915286,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Aurora,11360.46,Standard,2012,12,,,42,65597,65597.0,818,147,24,2017-01-01,2018-12-01,0.0,1.75,0.0124700824732838,1561.8333333333333,0,0,0,73455.0,72,3,Loyal Customers
696504,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,94040.0,Married,Aurora,11365.27,Standard,2017,10,,,23,37187,37187.0,697,125,24,2017-01-01,2018-12-01,0.0,0.9583333333333334,0.0187431091510474,1616.8260869565215,0,0,0,94040.0,14,1,At-Risk Customers
954293,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,96162.0,Married,Aurora,11373.99,Standard,2018,8,,,4,7500,7500.0,0,0,24,2017-01-01,2018-12-01,0.0,0.1666666666666666,0.0,1875.0,0,0,0,96162.0,4,1,At-Risk Customers
290250,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,15609.0,Divorced,Nova,12208.12,2018 Promotion,2018,3,2018.0,11.0,18,35904,53856.0,0,0,11,2018-02-01,2018-12-01,0.0,1.6363636363636365,0.0,1994.6666666666667,1,0,1,15609.0,9,0,Frequent Travelers
605269,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Doctor,283184.0,Married,Aurora,11431.73,Standard,2013,6,,,24,33091,33091.0,887,159,24,2017-01-01,2018-12-01,0.0,1.0,0.0268048714151884,1378.7916666666667,0,0,0,283184.0,66,4,Premium Affluent Customers
726688,Canada,Ontario,Sudbury,M5V 1G5,Male,Doctor,78165.0,Married,Aurora,11435.23,Standard,2016,7,,,33,47630,47630.0,522,94,24,2017-01-01,2018-12-01,0.0,1.375,0.0109594793197564,1443.3333333333333,0,0,0,78165.0,29,3,Loyal Customers
875819,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,77739.0,Single,Nova,13776.74,2018 Promotion,2018,4,,,75,84164,126246.0,474,85,11,2018-02-01,2018-12-01,0.0,6.818181818181818,0.0037545744023573,1122.1866666666667,0,0,0,77739.0,8,0,Frequent Travelers
802002,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,51929.0,Married,Aurora,11447.51,Standard,2015,1,,,39,52255,52255.0,554,100,24,2017-01-01,2018-12-01,0.0,1.625,0.0106018562816955,1339.871794871795,0,0,0,51929.0,47,3,Loyal Customers
883155,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Doctor,51744.0,Married,Aurora,11469.63,Standard,2013,12,,,43,64188,64188.0,0,0,24,2017-01-01,2018-12-01,0.0,1.7916666666666667,0.0,1492.7441860465117,0,0,0,51744.0,60,3,Loyal Customers
664493,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Divorced,Aurora,11513.16,Standard,2017,1,,,31,48466,48466.0,1580,284,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.0326001733173771,1563.4193548387098,0,0,0,73455.0,23,3,Loyal Customers
967502,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,52256.0,Married,Aurora,11513.36,Standard,2017,12,,,14,22965,22965.0,528,95,24,2017-01-01,2018-12-01,0.0,0.5833333333333334,0.0229915088177661,1640.357142857143,0,0,0,52256.0,12,1,At-Risk Customers
560990,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,69119.0,Divorced,Aurora,11516.41,Standard,2017,10,,,19,28310,28310.0,395,71,24,2017-01-01,2018-12-01,0.0,0.7916666666666666,0.0139526669021547,1490.0,0,0,0,69119.0,14,1,At-Risk Customers
530955,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,61980.0,Married,Aurora,11533.48,Standard,2013,8,,,29,50966,50966.0,959,172,24,2017-01-01,2018-12-01,0.0,1.2083333333333333,0.0188164658792135,1757.448275862069,0,0,0,61980.0,64,3,Loyal Customers
929302,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,61980.0,Married,Aurora,11533.48,Standard,2014,6,,,36,49513,49513.0,0,0,24,2017-01-01,2018-12-01,0.0,1.5,0.0,1375.361111111111,0,0,0,61980.0,54,3,Loyal Customers
515134,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,94354.0,Married,Aurora,11533.97,Standard,2013,3,,,41,63225,63225.0,580,104,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.0091735863977856,1542.0731707317073,0,0,0,94354.0,69,3,Loyal Customers
645244,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,91238.0,Married,Aurora,11546.17,Standard,2015,6,,,36,43065,43065.0,978,176,24,2017-01-01,2018-12-01,0.0,1.5,0.0227098571926158,1196.25,0,0,0,91238.0,42,3,Loyal Customers
937254,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,91238.0,Married,Aurora,11546.17,Standard,2014,2,2014.0,7.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,91238.0,58,1,At-Risk Customers
959673,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Aurora,11572.1,Standard,2016,12,,,33,40059,40059.0,1611,290,24,2017-01-01,2018-12-01,0.0,1.375,0.0402156818692428,1213.909090909091,0,0,0,73455.0,24,3,Loyal Customers
856830,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,65489.0,Married,Aurora,11606.85,Standard,2015,11,,,51,73597,73597.0,1117,201,24,2017-01-01,2018-12-01,0.0,2.125,0.0151772490726524,1443.078431372549,0,0,0,65489.0,37,3,Loyal Customers
113656,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,52213.0,Married,Aurora,11618.56,Standard,2013,4,2015.0,1.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,52213.0,68,1,At-Risk Customers
339573,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,103494.0,Married,Aurora,11628.73,Standard,2012,10,,,44,64753,64753.0,312,56,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.0048183095763902,1471.659090909091,0,0,0,103494.0,74,3,Loyal Customers
267717,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Aurora,11631.88,Standard,2018,1,,,6,11056,11056.0,0,0,24,2017-01-01,2018-12-01,0.0,0.25,0.0,1842.6666666666667,0,0,0,73455.0,11,1,At-Risk Customers
108481,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,60934.0,Married,Aurora,11633.58,Standard,2018,11,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,0,0,0,60934.0,1,1,At-Risk Customers
676408,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,60934.0,Married,Aurora,11633.58,Standard,2015,4,,,16,19820,19820.0,1814,327,24,2017-01-01,2018-12-01,0.0,0.6666666666666666,0.091523713420787,1238.75,0,0,0,60934.0,44,1,At-Risk Customers
423228,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,76899.0,Married,Aurora,11638.67,Standard,2014,6,,,44,65740,65740.0,0,0,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.0,1494.090909090909,0,0,0,76899.0,54,3,Loyal Customers
307033,Canada,Quebec,Montreal,H4G 3T4,Female,High School or Below,71630.0,Married,Aurora,11638.9,Standard,2018,7,,,31,54118,54118.0,1777,320,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.0328356554196385,1745.741935483871,0,0,0,71630.0,5,3,Loyal Customers
484774,Canada,Quebec,Tremblant,H5Y 2S9,Male,High School or Below,71630.0,Married,Aurora,11638.9,Standard,2017,11,,,17,25323,25323.0,0,0,24,2017-01-01,2018-12-01,0.0,0.7083333333333334,0.0,1489.5882352941176,0,0,0,71630.0,13,1,At-Risk Customers
573458,Canada,New Brunswick,Moncton,E1A 2A7,Female,High School or Below,71630.0,Married,Aurora,11638.9,Standard,2016,6,,,51,83835,83835.0,2060,370,24,2017-01-01,2018-12-01,0.0,2.125,0.0245720761018667,1643.8235294117646,0,0,0,71630.0,30,3,Loyal Customers
372755,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,94089.0,Married,Aurora,11665.1,Standard,2018,7,,,32,46377,46377.0,2105,379,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.0453888781076826,1449.28125,0,0,0,94089.0,5,3,Loyal Customers
909260,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,61578.0,Divorced,Aurora,11692.01,Standard,2012,12,,,51,83515,83515.0,0,0,24,2017-01-01,2018-12-01,0.0,2.125,0.0,1637.549019607843,0,0,0,61578.0,72,3,Loyal Customers
811335,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,55641.0,Married,Aurora,11701.07,Standard,2016,3,,,32,44973,44973.0,1973,355,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.0438707669045871,1405.40625,0,0,0,55641.0,33,3,Loyal Customers
460770,Canada,Ontario,Toronto,P1W 1K4,Female,College,,Divorced,Aurora,11702.35,Standard,2018,7,,,9,10478,10478.0,0,0,24,2017-01-01,2018-12-01,0.0,0.375,0.0,1164.2222222222222,0,0,0,73455.0,5,1,At-Risk Customers
742281,Canada,Ontario,Toronto,P1J 8T7,Female,Doctor,187495.0,Married,Aurora,11714.78,Standard,2012,12,,,38,64345,64345.0,1770,320,24,2017-01-01,2018-12-01,0.0,1.5833333333333333,0.0275079648768358,1693.2894736842106,0,0,0,187495.0,72,4,Premium Affluent Customers
238442,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,85985.0,Married,Aurora,11718.42,Standard,2014,9,,,40,57126,57126.0,1923,346,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.033662430416973,1428.15,0,0,0,85985.0,51,3,Loyal Customers
510182,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,58565.0,Married,Aurora,11760.88,Standard,2015,3,,,24,43570,43570.0,326,59,24,2017-01-01,2018-12-01,0.0,1.0,0.0074822125315584,1815.4166666666667,0,0,0,58565.0,45,3,Loyal Customers
535482,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,58565.0,Married,Aurora,11760.88,Standard,2012,7,,,31,45523,45523.0,1127,203,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.024756716385124,1468.483870967742,0,0,0,58565.0,77,3,Loyal Customers
131321,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,52428.0,Married,Aurora,11763.15,Standard,2016,2,,,42,67469,67469.0,1228,221,24,2017-01-01,2018-12-01,0.0,1.75,0.0182009515481183,1606.404761904762,0,0,0,52428.0,34,3,Loyal Customers
645114,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,52428.0,Married,Aurora,11763.15,Standard,2018,1,,,13,23001,23001.0,858,154,24,2017-01-01,2018-12-01,0.0,0.5416666666666666,0.0373027259684361,1769.3076923076924,0,0,0,52428.0,11,1,At-Risk Customers
429244,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,52985.0,Married,Aurora,11763.94,Standard,2013,8,,,37,53582,53582.0,1999,360,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.0373073046918741,1448.162162162162,0,0,0,52985.0,64,3,Loyal Customers
951719,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,69232.0,Married,Aurora,11772.79,Standard,2014,2,,,43,66665,66665.0,1385,249,24,2017-01-01,2018-12-01,0.0,1.7916666666666667,0.0207755193879847,1550.3488372093022,0,0,0,69232.0,58,3,Loyal Customers
336281,Canada,Alberta,Banff,T4V 1D4,Female,Master,118863.0,Divorced,Aurora,11790.5,Standard,2017,5,,,53,68945,68945.0,1473,265,24,2017-01-01,2018-12-01,0.0,2.208333333333333,0.0213648560446732,1300.8490566037735,0,0,0,118863.0,19,3,Loyal Customers
673424,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Master,118863.0,Divorced,Aurora,11790.5,Standard,2012,5,,,42,69406,69406.0,2225,401,24,2017-01-01,2018-12-01,0.0,1.75,0.0320577471688326,1652.5238095238096,0,0,0,118863.0,79,3,Loyal Customers
927703,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Master,118863.0,Divorced,Aurora,11790.5,Standard,2013,4,,,40,56055,56055.0,1203,217,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.0214610650254214,1401.375,0,0,0,118863.0,68,3,Loyal Customers
636813,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,55479.0,Married,Aurora,11793.13,Standard,2015,3,,,26,40718,40718.0,482,87,24,2017-01-01,2018-12-01,0.0,1.0833333333333333,0.011837516577435,1566.076923076923,0,0,0,55479.0,45,3,Loyal Customers
967490,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Aurora,11814.48,Standard,2012,10,,,24,30338,30338.0,1442,260,24,2017-01-01,2018-12-01,0.0,1.0,0.0475311490539916,1264.0833333333333,0,0,0,73455.0,74,3,Loyal Customers
256360,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,61911.0,Married,Aurora,11814.53,Standard,2017,6,,,30,44373,44373.0,1100,198,24,2017-01-01,2018-12-01,0.0,1.25,0.024789849683366,1479.1,0,0,0,61911.0,18,3,Loyal Customers
658076,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,99909.0,Married,Aurora,11830.95,Standard,2018,7,,,9,12196,12196.0,0,0,24,2017-01-01,2018-12-01,0.0,0.375,0.0,1355.111111111111,0,0,0,99909.0,5,1,At-Risk Customers
933682,Canada,Alberta,Calgary,T3E 2V9,Female,Doctor,129866.0,Married,Aurora,11833.77,Standard,2018,1,,,11,16116,16116.0,492,89,24,2017-01-01,2018-12-01,0.0,0.4583333333333333,0.0305286671630677,1465.090909090909,0,0,0,129866.0,11,1,At-Risk Customers
241468,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Single,Aurora,11834.73,Standard,2018,6,,,13,15147,15147.0,585,105,24,2017-01-01,2018-12-01,0.0,0.5416666666666666,0.0386215092097445,1165.1538461538462,0,0,0,73455.0,6,1,At-Risk Customers
728386,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Aurora,11836.3,Standard,2018,10,,,3,3804,3804.0,462,83,24,2017-01-01,2018-12-01,0.0,0.125,0.1214511041009463,1268.0,0,0,0,73455.0,2,1,At-Risk Customers
738890,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Single,Aurora,11836.3,Standard,2014,12,2017.0,3.0,2,1130,1130.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0833333333333333,0.0,565.0,1,0,1,73455.0,48,1,At-Risk Customers
405928,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Aurora,11855.14,Standard,2012,8,,,43,66122,66122.0,0,0,24,2017-01-01,2018-12-01,0.0,1.7916666666666667,0.0,1537.7209302325582,0,0,0,73455.0,76,3,Loyal Customers
475532,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Married,Aurora,11875.9,Standard,2013,9,,,42,61887,61887.0,0,0,24,2017-01-01,2018-12-01,0.0,1.75,0.0,1473.5,0,0,0,73455.0,63,3,Loyal Customers
198147,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Aurora,11880.97,Standard,2016,11,,,25,36639,36639.0,0,0,24,2017-01-01,2018-12-01,0.0,1.0416666666666667,0.0,1465.56,0,0,0,73455.0,25,1,At-Risk Customers
234435,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,96460.0,Divorced,Aurora,11895.18,Standard,2012,10,,,33,43226,43226.0,0,0,24,2017-01-01,2018-12-01,0.0,1.375,0.0,1309.878787878788,0,0,0,96460.0,74,3,Loyal Customers
302839,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,96460.0,Divorced,Aurora,11895.18,Standard,2014,9,,,27,46650,46650.0,1390,250,24,2017-01-01,2018-12-01,0.0,1.125,0.0297963558413719,1727.7777777777778,0,0,0,96460.0,51,3,Loyal Customers
566182,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,103037.0,Divorced,Aurora,11900.54,Standard,2014,4,,,25,24816,24816.0,1691,304,24,2017-01-01,2018-12-01,0.0,1.0416666666666667,0.0681415215989684,992.64,0,0,0,103037.0,56,3,Loyal Customers
721973,Canada,Ontario,London,M5B 3E4,Female,College,,Single,Aurora,11905.07,Standard,2014,9,,,39,58824,58824.0,2016,363,24,2017-01-01,2018-12-01,0.0,1.625,0.0342717258261933,1508.3076923076924,0,0,0,73455.0,51,3,Loyal Customers
936761,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,26880.0,Married,Nova,14019.98,2018 Promotion,2018,3,,,53,102650,153975.0,0,0,11,2018-02-01,2018-12-01,0.0,4.818181818181818,0.0,1936.7924528301887,0,0,0,26880.0,9,0,Frequent Travelers
246736,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,56610.0,Married,Aurora,11944.4,Standard,2018,7,,,36,49762,49762.0,1476,266,24,2017-01-01,2018-12-01,0.0,1.5,0.0296611872513162,1382.2777777777778,0,0,0,56610.0,5,3,Loyal Customers
703374,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,84291.0,Married,Aurora,11955.4,Standard,2017,9,,,16,21918,21918.0,0,0,24,2017-01-01,2018-12-01,0.0,0.6666666666666666,0.0,1369.875,0,0,0,84291.0,15,1,At-Risk Customers
